VPS 3.5 - List (VPX tables Only) -- Last updated: 09-02-2020	You can download this sheet for Personal Usage and use the Checkboxes to see which table(s) you do (or don't) have and leave Comments or Notes for yourself.								
Table Name (Manufacturer Year)	Feature(s) Description(s), comment(s) or extra information	Type 	VP Version	Table Author(s)	Table Version	Table Date	Needed ROM Name	Checkbox 	Comments or Notes 
Monopoly (Stern 2001)		SS	VPX	Ckpin, JPSalas, Pacdude, Flupper, Wildman	1.2	19-05-2017	monopoly	FALSE	
Monster Bash (Williams 1998)		SS	VPX	Tom Tower, Ninuzzu	1.3	10-03-2019	mb_106b	FALSE	
Monster Bash (Williams 1998)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Randr, Arngrim, Fren, IcpJuggla, Tom Tower, UncleWilly, Ninuzzu, ClarkKent	1.3	19-05-2017	mb_106b	FALSE	
Monster Bash (Williams 1998)		SS	VPX	Randr, Unclewilly, Hanibal, Arngrim, ICPjuggla, Tom Tower, Ninuzzu, Clark Kent	1.3	11-05-2016	mb_106b	FALSE	
Monster Bash (Williams 1998)	Hanibal's Style MOD	SS	VPX	Hanibal2001	2.0	29-05-2017	mb_106b	FALSE	
Monster Bash (Williams 1998)	Frank Eye and Flasher MODs	SS	VPX	Hanibal2001	2.3	23-03-2019	mb_106b	FALSE	
Monster Rancher Pinball (Original 2019)	Retheme of 32assassin's High Speed (Williams 1986)	SS	VPX	Bigkahuna707, 32assassin, Krugger99, Flupper1, nFozzy	1.0	16-06-2019		FALSE	
Monsters (Dream Pinball 3D 2016)		SS	VPX	TheGhost787	1.1	27-12-2016		FALSE	
Monte Carlo (Bally 1973)		EM	VPX	Kees, Leon Spalding	1.00	02-06-2018		FALSE	
Monte Carlo (Gottlieb 1987)		SS	VPX	Rascal, Destruk, Lander, Tab, XtremeMame, Roccodimarco, BorgDog	1.4	10-02-2019	mntecrlo	FALSE	
Mortal Kombat (Original 2016)		SS	VPX	TheGhost787	1.0	01-11-2016		FALSE	
Mortal Kombat II Pinball Edition (Original 2016)		SS	VPX	Javier15, JPSalas	1.0.1	19-12-2016		FALSE	
Motley Crue (Original 2017)		SS	VPX	Mofstedahl	1.0	25-02-2017		FALSE	
Motorhead (Original 2018)	Retheme of Blackout (Williams 1980)	SS	VPX	Batch, 32assassin, Flupper1, Thalamus, Xenonph, Wizball, Kiwi, Fuzzel	1.1	04-01-2019	blkou_l1	FALSE	
Mousin' Around! (Bally 1989)		SS	VPX	Herweh, Schreibi34, OldSkoolGamer, ICPjuggla, Herweh, Cosmic80, Flupper, JPSalas, 32assassin, Sliderpoint, Ninuzzu, Dark, DJRobX, RothbauerW, tttttwii, Bord, Thalamus	1.1	01-07-2019	mousn_l4	FALSE	
Mr. & Mrs. Pac-Man Pinball (Bally 1982)		SS	VPX	32assassin, Francisco666	1.0	21-05-2018	m_mpac	FALSE	
Mr. & Mrs. Pac-Man Pinball (Bally 1982)		SS	VPX	Shockman	1.2	04-02-2018	m_mpac	FALSE	
Mr. Black (Taito do Brasil 1982)		SS	VPX	JPSalas, Carlos Guizzo, Pmax65	2.0.0	13-12-2019	mrblack	FALSE	
Mr. Bubble (Original 2018)		EM	VPX	SpookyMoulder	0.9	23-10-2018		FALSE	
Mustang (Gottlieb 1977)		EM	VPX	Loserman76, GNance	1.0	17-01-2018		FALSE	
Mustang (Limited Edition) (Stern 2014)	Siggis MOD	SS	VPX	Siggi, Dozer, Loserman76	1.1	20-01-2020		FALSE	
Mustang (Limited Edition) (Stern 2014)		SS	VPX	Dozer, Dark, Stat	1.1	12-11-2016		FALSE	
Mystic (Bally 1980)		SS	VPX	32assassin	1.1	02-02-2017	mysticb	FALSE	
Nairobi (Maresa 1966)		EM	VPX	JPSalas, Akiles50000, Loserman76, Kiwi, Jose Navarro, Basilio Garcia	1.0.1	15-09-2019		FALSE	
Nascar (Stern 2005)		SS	VPX	Requlem, Zedonius	1.01	14-04-2017	dalejr	FALSE	
Nascar (Stern 2005)		SS	VPX	RustyCardores, Requlem, HauntFreaks, DJRobX	1.2	01-10-2017	dalejr	FALSE	
Nascar - to - Dale Jr. (Stern 2005)	Patch to reskin game to Dale Jr. (Stern 2007) - Read Installation Instructions!	SS	VPX	32assassin, Tab, JP, Requiem	1.0	04-02-2018	dalejr	FALSE	
Nascar - to - Grand Prix (Stern 2005)	Patch to reskin game to Grand Prix (Stern 2005) - Read Installation Instructions!	SS	VPX	32assassin	1.0	04-02-2018	dalejr	FALSE	
National Lampoon's Christmas Vacation (Original 2019)	Graphics and Sound MOD of Lizard's Sexy Girl (Arkon 1980)	SS	VPX	Stevegooner123, Wildman, Lizard, Xenonph	1.0	24-12-2019	playboy	FALSE	
NBA Fastbreak (Bally 1997)	DarthMarino MOD	SS	VPX	DarthMarino, Hmueck, Aurich, Bmiki75, JPSalas, DJRobX, CarnyPriest	1.2	05-08-2018	nbaf_31	FALSE	
NBA Fastbreak (Bally 1997)	Batch MOD	SS	VPX	Batch, Aurich, Bmiki75, JPSalas, Hmueck	1.0	10-05-2017	nbaf_31	FALSE	
NBA Fastbreak (Bally 1997)		SS	VPX	Hmueck	1.0	27-01-2016	nbaf_31	FALSE	
Need For Speed (Original 2018)	Retheme of Minions Pinball (Original 2017)	SS	VPX	Ivantba, Javier1515, Rom	1.2	21-03-2019		FALSE	
Neptune (Gottlieb 1978)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim, Chris Aguilar	1.0	24-04-2018		FALSE	
Neptune (Gottlieb 1978)		EM	VPX	BorgDog, HauntFreaks	1.0	27-02-2018		FALSE	
New Sexy Girl (Original 1980)	MOD of Sexy Girl (Arkon 1980)	SS	VPX	Siggi, Lizard	1.0	23-07-2018	playboy	FALSE	
New Wave (Bell Games 1985)		SS	VPX	Scotty VH, Cyber[ez, JPSalas, Thalamus	0.72	31-10-2019	newwave	FALSE	
New York (Gottlieb 1976)		EM	VPX	Loserman76, Allknowing2012, Wildman	1.0	17-01-2018		FALSE	
NFL - 49ers (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Bears (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	10-04-2017	nfl	FALSE	
NFL - Bengals (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Bills (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Broncos (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	23-04-2017	nfl	FALSE	
NFL - Browns (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Buccaneers (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Cardinals (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Chargers (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Chiefs (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	23-04-2017	nfl	FALSE	
NFL - Colts (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Cowboys (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	23-04-2017	nfl	FALSE	
NFL - Dolphins (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	10-04-2017	nfl	FALSE	
NFL - Eagles (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	23-04-2017	nfl	FALSE	
NFL - Falcons (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Giants (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	10-04-2017	nfl	FALSE	
NFL - Jaguars (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Jets (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	10-04-2017	nfl	FALSE	
NFL - Lions (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	23-04-2017	nfl	FALSE	
NFL - Packers (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	10-04-2017	nfl	FALSE	
NFL - Panthers (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	23-04-2017	nfl	FALSE	
NFL - Patriots (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	10-04-2017	nfl	FALSE	
NFL - Raiders (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	23-04-2017	nfl	FALSE	
NFL - Rams (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Ravens (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Redskins (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Saints (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Seahawks (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	10-04-2017	nfl	FALSE	
NFL - Steelers (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	23-04-2017	nfl	FALSE	
NFL - Texans (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Titans (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	21-05-2017	nfl	FALSE	
NFL - Vikings (Stern 2001)	Graphics MOD of NFL (Stern 2001)	SS	VPX	Xenonph, SliderPoint	3.1	10-04-2017	nfl	FALSE	
Night Moves (International Concepts 1989)		SS	VPX	Kiwi, JPSalas, Arngrim, GtxJoe, DJRobX, Rothbauerw	1.0.0	25-06-2019	nmoves	FALSE	
Night of the Living Dead '68 (Original 2018)	Graphics and Sound MOD of Out of Sight (Gottlieb 1974)	EM	VPX	HiRez00, Xenonph, Loserman76	1.0	25-06-2018		FALSE	
Night Rider (Bally 1976)		EM	VPX	Allknowing2012	1.0b	07-04-2016		FALSE	
Nine Ball (Stern 1980)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Bord	1.0 FSS Rev. R2.5	18-11-2018	nineball	FALSE	
Nine Ball (Stern 1980)		SS	VPX	Bord, Randr	1.0	23-06-2017	nineball	FALSE	
Nitro Ground Shaker (Bally 1980)		SS	VPX	JPSalas, Carlos Rizzo 	1.0.0	30-06-2018	ngndshkr	FALSE	
No Fear Dangerous Sports (Williams 1995)		SS	VPX	Ninuzzu, Bambiplattfus, HauntFreaks	1.1	10-03-2019	nf_23x	FALSE	
No Good Gofers (Williams 1997)		SS	VPX	Bodydump, Dark, Randr, HauntFreaks, ICPJuggla, Destruk	1.0	04-10-2016	ngg_13	FALSE	
No Good Gofers - VR Room (Williams 1997)	VR Version, VPVR, VR Room	SS	VPX	Senseless, Bodydump, Dark, HauntFreaks, 3rdaxis, Caligula	1.0	28-12-2019	ngg_13	FALSE	
NOBS (Original 2016)		SS	VPX	BorgDog, Arngrim	1.2.1	05-01-2019		FALSE	
Now (Gottlieb 1971)	FSS (Full Single Screen) MOD	EM	VPX	Arconovum, Loserman76, Bord	1.0 FSS Rev R2.6	13-03-2019		FALSE	
Now (Gottlieb 1971)		EM	VPX	Loserman76, GNance	1.0	28-01-2019		FALSE	
Nudge-It (Gottlieb 1990)		SS	VPX	Lizard	1.1	13-05-2018	nudgeit	FALSE	
Nugent (Stern 1978)		SS	VPX	Wed21, 32assassin, Allknowing2012, Hauntfreaks, Gtxjoe, Flupper, nFozzy	1.0.1	25-10-2017	nugent	FALSE	
Oba-Oba (Taito do Brasil 1978)		SS	VPX	JPSalas, Carlos Guizzo, Tio Italo, Pmax65	2.0.0	13-12-2019	obaoba	FALSE	
Octopus (Nintendo 1981)	Remake of Game & Watch: Octopus (Nintendo 1981)	SS	VPX	Stat	1.0a	30-12-2017		FALSE	
Ol' Ireland (Original 2018)		SS	VPX	Ronimhoff	1.1	13-04-2018		FALSE	
Old Chicago (Bally 1976)	FSS (Full Single Screen) MOD	EM	VPX	Arconovum, Loserman76, Gnance, Popotte	1.0 FSS Rev. R2.5	17-11-2018		FALSE	
Old Chicago (Bally 1976)		EM	VPX	Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0b	31-12-2017		FALSE	
Old Coney Island! (Game Plan 1979)		SS	VPX	JPSalas	1.2.0	31-12-2016		FALSE	
Once Upon A Time In The West (Original 2019)	Retheme of JPSalas's Gork (Taito do Brasil 1983)	SS	VPX	Ivantba, JPSalas	1.0	13-11-2019	gork	FALSE	
Operation Thunder (Gottlieb 1992)	VP9 to VPX Conversion	SS	VPX	Rascal, Mfuegemann, Akiles5000, Zaphod, Destruk, Scapino, Fuzzel, JPSalas, Arngrim	1.1	14-02-2019	opthund	FALSE	
Orbit (Gottlieb 1971)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0	25-12-2017		FALSE	
Orbitor 1 (Stern 1982)		SS	VPX	32assassin	1.0	22-01-2017	orbitor1	FALSE	
Out of Sight (Gottlieb 1974)		EM	VPX	Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0	25-12-2017		FALSE	
Outer Space (Gottlieb 1972)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a	25-12-2017		FALSE	
OXO (Williams 1973)		EM	VPX	Scottacus, HauntFreaks, Freneticamnesic, Bord	2.0	22-05-2019		FALSE	
Palace Guard (Gottlieb 1968)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0a	25-04-2018		FALSE	
Panthera (Gottlieb 1980)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, JPSalas	1.0.1 FSS Rev. R2.5	16-11-2018	panther7	FALSE	
Panthera (Gottlieb 1980)		SS	VPX	JPSalas	1.0.1	04-11-2017	panther7	FALSE	
Papa Smurf (Original 2015)		SS	VPX	JPSalas	1.2.1	07-01-2017		FALSE	
Paragon (Bally 1979)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Bord	1.0 FSS Rev. R2.5	14-11-2018	paragon	FALSE	
Paragon (Bally 1979)		SS	VPX	Bord, HauntFreaks, 32assassin, Thalamus	2.2	06-09-2018	paragon	FALSE	
Party Animal (Bally 1987)		SS	VPX	Tom, Mlager8, Brian Wright, 32assassin, Thalamus, Cyberpez, Bord, Wildman	1.0	21-10-2019	prtyanim	FALSE	
Paul Bunyan (Gottlieb 1968)		EM	VPX	BorgDog, Leon Spalding, Bord, 3rdaxis	1.97	17-10-2018		FALSE	
Pennant Fever (Williams 1984)		SS	VPX	Tom, 32assassin, Bord, Randr, Rothbauerw	1.0	04-06-2019		FALSE	
Penthouse (Original 2008)	Conversion of JPSalas's Harlem Globetrotters On Tour (Bally 1979)	SS	VPX	Batch, JPSalas, Rob046, Popotte, Taltmeyer, Takut, Thalamus	1.0	19-01-2019	hglbtrtb	FALSE	
Penthouse (Original 2008)	Conversion of Harlem Globetrotters On Tour (Bally 1979)	SS	VPX	Batch, JPSalas, Arngrim, Rob046, Popotte, Taltmeyer, Takut, Kiwi, StevOz, nFozzy, Toxie, Thalamus	1.4.0	12-12-2018		FALSE	
Pepsiman (Original 2019)	Retheme of World Cup (Williams 1978)	SS	VPX	Ivantba, JPSalas	1.0	13-06-2019	wldcp_l1	FALSE	
Phantom of the Opera (Data East 1990)	Bigus MOD	SS	VPX	Bigus1, 32assassin	1.4	12-09-2019	poto_a32	FALSE	
Phantom of the Opera (Data East 1990)		SS	VPX	DCrosby, 32assassin, Robbo43	1.0	05-08-2019	poto_a32	FALSE	
Pharaoh (Williams 1981)		SS	VPX	32assassin	1.0	27-06-2016		FALSE	
Pharaoh - Dead Rise (Williams 1981)	Retheme of Pharaoh (Williams 1981)	SS	VPX	Watacaractr, Xenonph, HiRezOO, JPSalas, BorgDog, Rothbauerw	1.1	11-12-2019		FALSE	
Phychedelic (Gottlieb 1970)		EM	VPX	Loserman76, GNance	1.0	01-06-2019		FALSE	
Pin_City Demo (Original 2018)		SS	VPX	Malform11	01	11-04-2018		FALSE	
Pin-Bot (Williams 1986)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Bord, DJRobX, Rothbauerw, 32assassin, Tnjhead, Ted Bowie, HauntFreaks	1.0 FSS Rev R2.6	11-03-2019	pb_l5	FALSE	
Pin-Bot (Williams 1986)		SS	VPX	Bord, Blacksad, DjRobX, Rothbauerw, 32assassin, Tnjhead, Ted Bowie, HF	1.1	06-04-2019	pb_l5	FALSE	
Pin-Up (Gottlieb 1975)		EM	VPX	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	1.0	10-03-2018		FALSE	
Pinball Champ '82 (Zaccaria 1982)		SS	VPX	32assassin, Mfuegemann	1.2	02-11-2017	pinchamp	FALSE	
Pinball Magic (Capcom 1995)		SS	VPX	UncleWilly	1.3.1	28-01-2017		FALSE	
Pinball Magic (Capcom 1995)		SS	VPX	Rothbauerw, UncleWilly, DJRobX, Draifet, Bawouait, CarnyPriest, Steven Ellenhoff	2.0.8	24-06-2018	pmb112	FALSE	
Pinball Pool (Gottlieb 1979)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, BorgDog	1.0 FSS Rev. R2.5	17-11-2018		FALSE	
Pinball Pool (Gottlieb 1979)		SS	VPX	BorgDog	1.3	13-02-2017		FALSE	
Pink Panther (Gottlieb 1981)		SS	VPX	Bord, HauntFreaks, Luvthatapex, Arngrim, Borgdog, nFozzy, Rothbauerw	2.0	04-07-2019		FALSE	
Pink Panther (Gottlieb 1981)	Sound MOD	SS	VPX	Xenonph, Bord, HauntFreaks, nFozzy, Luvtahtapex, Arngrim, BorgDog	2.1	13-11-2017		FALSE	
PinUP JukeBox - The 80s (Original 2019)	PinUP Player JukeBox Template	SS	VPX	NailBuster, OPeCKiE, Javier, Brendan Bailey, DJRobX	1.3.2	28-05-2019		FALSE	
Pioneer (Gottlieb 1976)		EM	VPX	Loserman76, Allknowing2012, Wildman	1.0	17-01-2018		FALSE	
Pirates of the Caribbean (Stern 2006)	MOD	SS	VPX	Visualpinballfan, Sliderpoint, Bigus1	1.0	26-09-2019	potc_600as	FALSE	
Pirates of the Caribbean (Stern 2006)	SliderPoint version	SS	VPX	Sliderpoint, BorgDog, 32assassin, Bord, HauntFreaks, Schreibi34, Frenaticamnesic, Stat	1.1	01-03-2019	potc_600as	FALSE	
Pirates of the Caribbean (Stern 2006)		SS	VPX	32assassin, Freneticamnesic, Bord, HauntFreaks, Schreibi34	1.0	04-02-2018	potc_600as	FALSE	
Pirates of the Caribbean (Stern 2006)		SS	VPX	Freneticamnesic	05217a	24-05-2017	potc_600as	FALSE	
Pirates of the Caribbean (Stern 2006)	Hanibals 4k MOD	SS	VPX	Hanibal2001, Freneticamnesic, 85vett, Rom, Glxb, Slamtilt	1.3	26-12-2017	potc_600as	FALSE	
Pirates of the Caribbean - VR Room (Stern 2006)	VR Version, VPVR, VR Room	SS	VPX	Senseless, Sliderpoint, 3rdaxis, Caligula	1.0	30-12-2019	potc_600af	FALSE	
Playball (Gottlieb 1971)		EM	VPX	Loserman76	1.0	05-03-2019		FALSE	
Playboy (Bally 1978)	MOD	SS	VPX	DJSpeedy, HSM	1.2	04-06-2019		FALSE	
Playboy (Bally 1978)		SS	VPX	HSM, Popotte, 32assassin, Inkochnito, ICPjuggla	1.0	10-06-2018		FALSE	
Playboy (Bally 1978)		SS	VPX	ICPjuggla & Gtxjoe	1.3	17-05-2016		FALSE	
Playboy (Bally 1978)	Nude MOD	SS	VPX	Editoy, ICPjuggla	1.0	01-06-2018		FALSE	
PlayMates (Gottlieb 1968)		EM	VPX	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	1.0	10-03-2018		FALSE	
Polar Explorer (Taito do Brasil 1983)		SS	VPX	JPSalas, Carlos Guizzo, 32assassin, Bord, Pmax65	2.0.0	13-12-2019		FALSE	
Polar Explorer (Taito do Brasil 1983)		SS	VPX	32assasin, Carlos Guizzo, Kiwi	1.3	04-01-2018		FALSE	
Polar Express Pinball (Original 2018)	Mod of Sexy Girl (Arkon 1980)	SS	VPX	Stevegooner123, Xenonph, Lizard 	1.0	10-12-2018	playboy	FALSE	
Polar Express XL Pinball (Original 2018)	Mod of Sexy Girl (Arkon 1980)	SS	VPX	Stevegooner123, Xenonph, Lizard 	1.0	10-11-2019	playboy	FALSE	
Police Academy (Original 2019)	Retheme of JPSalas's Miraculous (Original 2019)	EM	VPX	Ivantba, JPSalas	1.0	06-12-2019		FALSE	
Polo (Gottlieb 1970)		EM	VPX	Loserman76	1.0b	27-09-2018		FALSE	
Pompeii (Williams 1978)	Arcade - Bowler	SS	VPX	Rascal	1.0	25-09-2019	pomp_l1	FALSE	
Pool Sharks (Bally 1990)		SS	VPX	JPSalas, Akiles50000, Kiwi	1.0.1	08-10-2018		FALSE	
Pop-A-Card (Gottlieb 1972)		EM	VPX	Loserman76, GNance, HauntFreaks, BorgDog, JPSalas, Pinuck, Arngrim	1.0	10-03-2018		FALSE	
Popeye Saves the Earth (Bally 1994)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, JPJ, Mfuegemann, Dark, Neo, Arngrim, Ninuzzu, Pteri Renbro, Joakim Lund, Rob Ross, JPSalas, Chucky, Aetios, Hbg4208, Bambi Platfuss	1.0 FSS Rev. R2.5	03-01-2019	pop_lx5	FALSE	
Popeye Saves the Earth (Bally 1994)		SS	VPX	JPJ, Mfuegemann, Dark, Neo, Arngrim, Ninuzzu, Pteri Renbro, Joakim Lund, Rob Ross, JPSalas, Chucky, Aetios, Hbg4208, Bambi Platfuss	1.1	06-01-2019	pop_lx5	FALSE	
Poseidon (Gottlieb 1978)		EM	VPX	Loserman76, GNance	1.0	08-06-2019		FALSE	
Positronic (Original 2016)		SS	VPX	TheGhost787	1.0	03-01-2016		FALSE	
Power Play, Bobby Orr's (Bally 1978)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Bord	1.0 FSS Rev. R2.5	18-11-2018		FALSE	
Power Play, Bobby Orr's (Bally 1978)		SS	VPX	Bord, Arngrim, TheLoafer	1.0.2	03-02-2018		FALSE	
Predator (Original 2019)	Retheme of Black Pyramid (Bally 1984)	SS	VPX	Ivantba, JPSalas	1.1a	24-02-2019	blakpyra	FALSE	
Prison Break (Original 2018)	Retheme of Gradius (Original 2017)	SS	VPX	Ivantba, Wizball	1.2	13-12-2018		FALSE	
Pro Pinball The Web (Cunning Developments 1995)	Remake of Pro Pinball: The Web (Cunning Developments 1995)	SS	VPX	Mfuegemann, Zany, PinballWiz45b, Arngrim, Batch, Sir Cheddar	1.2	13-11-2018		FALSE	
Pro Pool (Gottlieb 1973)		EM	VPX	Loserman76	1.0	05-03-2019		FALSE	
Pro-Football (Gottlieb 1973)		EM	VPX	Loserman76, Popotte, Wildman	1.0a	19-12-2018		FALSE	
Professional Pinball Challenger I (Professional Pinball 1981)		SS	VPX	32assassin	1.0	22-04-2017		FALSE	
Professional Pinball Challenger V (Professional Pinball 1981)		SS	VPX	32assassin	1.0	22-04-2017		FALSE	
Prospector (Sonic 1977)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a	25-12-2017		FALSE	
Psychedelic (Gottlieb 1970)		EM	VPX	Loserman76, GNance	1.0	01-06-2019		FALSE	
Punk! (Gottlieb 1982)		SS	VPX	Balater, 32assassin, Mfuegemann, Roccodimarco, Robotron1969	1.22	25-10-2019		FALSE	
Punk! (Gottlieb 1982)		SS	VPX	Scotty VH	0.9 WIP	07-04-2019		FALSE	
Pyramid (Gottlieb 1978)		EM	VPX	BorgDog, JPSalas	1.1	21-05-2016		FALSE	
Q-Bert's Quest (Gottlieb 1983)		SS	VPX	Bord	2.0	20-10-2017	qbquest	FALSE	
Quick Draw (Gottlieb 1975)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a	27-12-2017		FALSE	
Quicksilver (Stern 1980)		SS	VPX	32assassin	1.1	21-11-2016		FALSE	
Rack 'Em Up! (Gottlieb 1983)		SS	VPX	Kalavera3, Inkochnito, Tab, LuvThatApex, Destruk, Dboyrecords, Wildman, Stat, Bord, Arngrim	1.0.3	28-05-2019	rackemup	FALSE	
Rack-A-Ball (Gottlieb 1962)		EM	VPX	Loserman76	1.0	28-04-2019		FALSE	
Radical! (Bally 1990)		SS	VPX	JPSalas, Leo, Grizz, Hassanchop, Wtiger, 32assassin, ClarkKent	1.1.1	29-10-2018	radcl_l1	FALSE	
Radical! - VR Room (Bally 1990)	VR Version, VPVR, VR Room	SS	VPX	Senseless, JPSalas, 3rdaxis, Caligula	1.1	29-12-2019	radcl_l1	FALSE	
Rally (Taito do Brasil 1980)		SS	VPX	JPSalas, Tio Italo, Carlos Guizzo, Pmax65	2.0.0	13-12-2019	rally	FALSE	
Rambo (Original 2019)	MOD of Raven (Gottlieb 1986)	SS	VPX	Tom, Rascal, Bord, 32assassin, Randr, Arngrim, Thalamus, ICPjuglla, GtxJoe, Wildman, Dark	1.2	22-06-2019	raven	FALSE	
Rambo NES Contra (Original 2019)	Graphics MOD of Tom's Rambo (Original 2019)	SS	VPX	Rx2006je, Tom	1.1	24-08-2019	raven	FALSE	
Rambo NES Contra ( )	Music MOD	SS	VPX	Game Modder	1.2c	29-08-2019	raven	FALSE	
Rancho (Gottlieb 1966)		EM	VPX	Loserman76, GNance	1.0	08-06-2019		FALSE	
Rapid Fire (Bally 1982)		SS	VPX	Lizard	1.0	15-01-2017	rapidfir	FALSE	
Rat Fink (Original 2016)	Conversion of Star Trek (Bally 1979)	SS	VPX	HauntFreaks, JPSalas, Rothbauwerw, BorgDog	1.1	22-06-2016		FALSE	
Raven (Gottlieb 1986)		SS	VPX	Tom, Rascal, Bord, 32assassin, Randr, Arngrim, Thalamus, ICPjuglla, GtxJoe, Wildman, Dark	1.2	10-06-2019	raven	FALSE	
Raven (Gottlieb 1986)		SS	VPX	Rascal, Destruk, Tab, Moonchild, CaptainNeo	1.3	27-02-2019	raven	FALSE	
