VPS 3.5 - List (VPX tables Only) -- Last updated: 0	You can download this sheet for Personal Usage and use the Checkboxes to see which table(s) you do (or don't) have and leave Comments or Notes for yourself.								
Table Name (Manufacturer Year)	Feature(s) Description(s), comment(s) or extra information	Type 	VP Version	Table Author(s)	Table Version	Table Date	Needed ROM Name	Checkbox 	Comments or Notes 
Stellar Airship (Geiger 1979)		SS	VPX	Tom, Tab, ScottyVH, Thalamus, Mlager8, Randr	Tom, Tab, ScottyVH, Thalamus, Mlager8, Randr	1.0		FALSE	
Stephen King's Children of the Corn (Original 2019)	Retheme of 32assassin's Time Fantasy (Williams 1983)	SS	VPX	Ivantba, 32assassin	Ivantba, 32assassin	1.0	tmfnt_l5	FALSE	
Stephen King's Pet Sematary (Original 2019)	Retheme of Bord's Dracula (Stern 1979)	SS	VPX	Ivantba, Bord	Ivantba, Bord	1.0	dracula	FALSE	
Stephen King's Sleepwalkers (Original 2019)	Retheme of JPSalas's Shark (Taito do Brasil 1982)	SS	VPX	Ivantba, JPSalas, MajorFrenchy	Ivantba, JPSalas, MajorFrenchy	1.0	sharkt	FALSE	
Stephen King's The Running Man (Original 2019)	Retheme of JPSalas's Cheetah (Stern 1980)	SS	VPX	Ivantba, JPSalas	Ivantba, JPSalas	1.0	cheetah	FALSE	
Still Crazy (Williams 1984)		SS	VPX	Mfuegemann	Mfuegemann	1.1	scrzy_l1	FALSE	
Stingray (Stern 1977)		SS	VPX	Bord, CryptDoctor21, 32assassin, nFozzy, Rothbauerw	Bord, CryptDoctor21, 32assassin, nFozzy, Rothbauerw	1.0		FALSE	
Stingray (Stern 1977)		SS	VPX	32assassin, CryptDoctor21, Francisco666	32assassin, CryptDoctor21, Francisco666	1.0.1	stingray	FALSE	
Stock Car (Gottlieb 1970)		EM	VPX	Loserman76, Dazz, Bord	Loserman76, Dazz, Bord	1.0		FALSE	
Straight Flush (Williams 1970)		EM	VPX	JPSalas, Stat, Bigus1	JPSalas, Stat, Bigus1	1.0.1		FALSE	
Strange Science (Bally 1986)		SS	VPX	AgentEighty6, BrandonLaw, Bord, Destruk, Jturner, nFozzy, Flupper, Ninuzzu, Bigus1	AgentEighty6, BrandonLaw, Bord, Destruk, Jturner, nFozzy, Flupper, Ninuzzu, Bigus1	1.0.2	strngsci	FALSE	
Strange Science (Bally 1986)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, AgentEighty6, Arconovum	Morttis, AgentEighty6, Arconovum	1.0.2 - rev.1.0 [FSS]	strngsci	FALSE	
Strange World (Gottlieb 1978)		EM	VPX	Loserman76, Humid, Wildman, JPSalas	Loserman76, Humid, Wildman, JPSalas	1.0		FALSE	
Strange World (Gottlieb 1978)	FSS (Full Single Screen) MOD	EM	VPX	Arconovum	Arconovum	1.0 FSS Rev. R2.5		FALSE	
Stranger Things - Stranger Edition (Original 2018)		SS	VPX	Scottywic, Scottywic's wife, Nailbuster, TerryRed, TomTower, Ninuzzu, DJRobX, JPSalas, Flupper, Lauminet, Jrsprad, Stat, HauntFreaks, Ryan H	Scottywic, Scottywic's wife, Nailbuster, TerryRed, TomTower, Ninuzzu, DJRobX, JPSalas, Flupper, Lauminet, Jrsprad, Stat, HauntFreaks, Ryan H	1.47 OSB		FALSE	
Street Fighter II (Gottlieb 1993)	Reskin of Street Fighter II (Gottlieb 1993)	SS	VPX	Hawkeyez88, Hursty	Hawkeyez88, Hursty	1.0	sfight2	FALSE	
Street Fighter II (Gottlieb 1993)		SS	VPX	Roccodimarco, JPSalas, Teppotee, DarthMarino	Roccodimarco, JPSalas, Teppotee, DarthMarino	1.2	sfight2	FALSE	
Streets Of Rage (Original 2018)	Retheme of Metal Slug (Original 2017)	SS	VPX	Ivantba, Pinwizkid	Ivantba, Pinwizkid	1.3		FALSE	
Strike Master (Williams 1991)	Arcade - Bowler	SS	VPX	Rascal, Wildman	Rascal, Wildman	1.0	strik_l4	FALSE	
Strike Zone (Williams 1984)	Arcade - Bowler	SS	VPX	Rascal	Rascal	1.0	szone_l5	FALSE	
Striker (Gottlieb 1982)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Kalavera3, 32assassin	Arconovum, Kalavera3, 32assassin	1.1 FSS Rev. R2.5	striker	FALSE	
Striker (Gottlieb 1982)		SS	VPX	Kalavera3, 32assassin, Dboyrecord, Tab, Thalamus, Inkochnito, Stat	Kalavera3, 32assassin, Dboyrecord, Tab, Thalamus, Inkochnito, Stat	1.0.3	striker	FALSE	
Striker Xtreme (Stern 2000)	Mod	SS	VPX	32assassin, SliderPoint, Kalabera3	32assassin, SliderPoint, Kalabera3	beta	strikext	FALSE	
Striker Xtreme (Stern 2000)		SS	VPX	Kalavera, SliderPoint, Xenonph, Thalamus, 32assassins, JPSalas, Juan Pablo	Kalavera, SliderPoint, Xenonph, Thalamus, 32assassins, JPSalas, Juan Pablo	2.0	strikext	FALSE	
Striker Xtreme (Stern 2000)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, Kalavera, Arconovum	Morttis, Kalavera, Arconovum	2.0 - rev.1.0 [FSS]	strikext	FALSE	
Strikes 'N Spares (Gottlieb 1995)	If table doesn't start, copy the included 'snspares.nv' to your VPinMAME\nvram folder.	SS	VPX	32assassin, Mfuegemann	32assassin, Mfuegemann	0.9	snspares	FALSE	
Strikes and Spares (Bally 1978)	The Dude MOD	SS	VPX	Addestratore, 32assassin, iDigStuff, OneVox, Hirez00	Addestratore, 32assassin, iDigStuff, OneVox, Hirez00	1.0	stk_sprs	FALSE	
Strikes and Spares (Bally 1978)		SS	VPX	32assassin, F. McKinnon	32assassin, F. McKinnon	1.2	stk_sprs	FALSE	
Student Prince (Williams 1968)		EM	VPX	-=Kees=-, Leon Spalding	-=Kees=-, Leon Spalding	1.00		FALSE	
Sultan (Taito do Brasil 1978)	Brazilian clone of Sinbad (Gottlieb 1978)	SS	VPX	JPSalas, Carlos Guizzo, Editoy, Tio Italo, Akiles50000, Kruge99, Pinuck, Mick67, Popotte, HauntFreaks, Pmax65	JPSalas, Carlos Guizzo, Editoy, Tio Italo, Akiles50000, Kruge99, Pinuck, Mick67, Popotte, HauntFreaks, Pmax65	2.0.0	sinbadn	FALSE	
Super Bowl (Bell Games 1984)		SS	VPX	32assassin	32assassin	.9	suprbowl	FALSE	
Super Mario Bros. (Gottlieb 1992)		SS	VPX	Ninuzzu, Tom Tower	Ninuzzu, Tom Tower	1.3	smb	FALSE	
Super Mario Bros. Mushroom World (Gottlieb 1992)		SS	VPX	32assassin, Edizzle, Franzieo, Dark	32assassin, Edizzle, Franzieo, Dark	1.0.1	smbmush	FALSE	
Super Nova (Game Plan 1980)		SS	VPX	HSM, Gtxjoe, Xenonph, JPSalas, Ninuzzu, Kalavera	HSM, Gtxjoe, Xenonph, JPSalas, Ninuzzu, Kalavera	1.0b	suprnova	FALSE	
Super Soccer (Gottlieb 1975)		EM	VPX	Loserman76, Tamoore, CarlosGuizzo	Loserman76, Tamoore, CarlosGuizzo	1.0b		FALSE	
Super Spin (Gottlieb 1977)		EM	VPX	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0		FALSE	
Super Star (Williams 1972)		EM	VPX	JPSalas, Halen, Albert, Stat	JPSalas, Halen, Albert, Stat	1.0.1		FALSE	
Super Straight (Sonic 1977)		EM	VPX	Updon, Randr, BorgDog, Loserman76	Updon, Randr, BorgDog, Loserman76	1.4		FALSE	
Superman (Atari 1979)		SS	VPX	32assassin, Tomasaco, Amgrim	32assassin, Tomasaco, Amgrim	1.0	superman	FALSE	
Superman - The Animated Series (Original 2020)	Read Installation Instructions!	EM	VPX	Dunriwikan45, John Memeo	Dunriwikan45, John Memeo	4.0		FALSE	
Supersonic (Bally 1979)		SS	VPX	JPSalas, Martin Brunker, Inkochnito	JPSalas, Martin Brunker, Inkochnito	1.0.0	sst	FALSE	
Sure Shot (Gottlieb 1976)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0		FALSE	
Sure Shot (Taito do Brasil 1981)		SS	VPX	Bord, HauntFreaks, JP Salas, Carlos Guizzo, DanielZ, Akiles50000	Bord, HauntFreaks, JP Salas, Carlos Guizzo, DanielZ, Akiles50000	1.0	sureshot	FALSE	
Sure Shot (Taito do Brasil 1981)		SS	VPX	JPSalas, Carlos Guizzo, Bord	JPSalas, Carlos Guizzo, Bord	2.0.0	sureshot	FALSE	
Surf 'n Safari (Gottlieb 1991)		SS	VPX	Kiwi, JPSalas, Dboyrecords, Arngrim, Akiles50000, Bent98, Knorr, Destruk, Jodannar, Zany, Ben Logan, Stat, HauntFreaks, Cyberpez, Gtxjoe	Kiwi, JPSalas, Dboyrecords, Arngrim, Akiles50000, Bent98, Knorr, Destruk, Jodannar, Zany, Ben Logan, Stat, HauntFreaks, Cyberpez, Gtxjoe	1.2.0	surfnsaf	FALSE	
Surf Champ (Gottlieb 1976)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0		FALSE	
Surf Side (Gottlieb 1967)		EM	VPX	Loserman76, GNance, Bladeof	Loserman76, GNance, Bladeof	1.0d		FALSE	
Surfer (Gottlieb 1976)		EM	VPX	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim	1.0		FALSE	
Swinger (Williams 1972)		EM	VPX	PinPlayer	PinPlayer	1.3		FALSE	
Swords of Fury (Williams 1988)		SS	VPX	Fripounet, Gtxjoe, Kiwi	Fripounet, Gtxjoe, Kiwi	1.0	swrds_l2	FALSE	
Swords of Fury (Williams 1988)		SS	VPX	SliderPoint, Takut, Wildman	SliderPoint, Takut, Wildman	2.1	swrds_l2	FALSE	
Swords of Fury (Williams 1988)	Detail MOD	SS	VPX	HauntFreaks, Takut, Draifet	HauntFreaks, Takut, Draifet	1.5	swrds_l2	FALSE	
Swords of Fury (Williams 1988)	No ROM MOD	SS	VPX	TheGhost787	TheGhost787	1.0		FALSE	
T.K.O. (Gottlieb 1979)		EM	VPX	BorgDog, HauntFreaks, SliderPoint, Itchigo, Pbecker1946, Arngrim	BorgDog, HauntFreaks, SliderPoint, Itchigo, Pbecker1946, Arngrim	2.0		FALSE	
Table Starter (template) (Original 2019)	Template for beginners	EM	VPX	Fastdraw	Fastdraw	1.0.0		FALSE	
Tag-Team Pinball (Gottlieb 1985)		SS	VPX	Bigus1, Roccodimarco	Bigus1, Roccodimarco	1.0	tagteam2	FALSE	
Tag-Team Pinball (Gottlieb 1985)		SS	VPX	Roccodimarco, Hmueck, Arngrim, JPSalas, 32assassin	Roccodimarco, Hmueck, Arngrim, JPSalas, 32assassin	2.1.1	tagteam2	FALSE	
Tales from the Crypt (Data East 1993)	Bigus MOD	SS	VPX	Bigus1, Freneticamnesic, 32assassin	Bigus1, Freneticamnesic, 32assassin	1.4	tftc_400	FALSE	
Tales from the Crypt (Data East 1993)		SS	VPX	32assassin, Freneticamnesic, Dark, Skitso, Thalamus	32assassin, Freneticamnesic, Dark, Skitso, Thalamus	0.9	tftc_303	FALSE	
Tales from the Crypt (Data East 1993)		SS	VPX	Freneticamnesic, francisco666, polygame	Freneticamnesic, francisco666, polygame	Beta	tftc_303	FALSE	
Tales of the Arabian Nights (Williams 1996)	Flupper 4k	SS	VPX	Flupper, Rothbauerw, ClarkKent, Randr, Arngrim, JPSalas, Knorr, nFozzy, G5k, Skitso	Flupper, Rothbauerw, ClarkKent, Randr, Arngrim, JPSalas, Knorr, nFozzy, G5k, Skitso	1.3	totan_14	FALSE	
Tales of the Arabian Nights (Williams 1996)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Flupper	Arconovum, Flupper	1.1 FSS Rev. R2.6	totan_14	FALSE	
Tales of the Arabian Nights (Williams 1996)		SS	VPX	JPSalas, Grizz, ClarkKent, Michael Gallo, Randr	JPSalas, Grizz, ClarkKent, Michael Gallo, Randr	2.0.1	totan_14	FALSE	
Tales of the Arabian Nights (Williams 1996)	Skitso Detail MOD	SS	VPX	Skitso, JPSalas, Wrd1972, Xenonph, Hannibal. Flupper, Thalamus, Draifet, Manolo	Skitso, JPSalas, Wrd1972, Xenonph, Hannibal. Flupper, Thalamus, Draifet, Manolo	1.6	totan_14	FALSE	
Tales of the Arabian Nights (Williams 1996)	Hanibals 4K MOD	SS	VPX	Hanibal, Flupper, JP Salas	Hanibal, Flupper, JP Salas	1.4	totan_14	FALSE	
Talking Word Clock (Original 2020)		EM	VPX	Rascal	Rascal	1.0		FALSE	
Tam-Tam (Playmatic 1975)		EM	VPX	Loserman76, Akiles50000, JPSalas	Loserman76, Akiles50000, JPSalas	1.0a		FALSE	
Target Alpha (Gottlieb 1976)		EM	VPX	Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a		FALSE	
Target Alpha (Gottlieb 1976)		EM	VPX	BorgDog	BorgDog	0.95 prerelease		FALSE	
Target Pool (Gottlieb 1969)		EM	VPX	Loserman76	Loserman76	1.0		FALSE	
Taxi (Williams 1988)		SS	VPX	ICPjuggla	ICPjuggla	1.2	taxi_l4	FALSE	
Team America World Police (Original 2019)		SS	VPX	Charlieshakur, RichnDarla Johns	Charlieshakur, RichnDarla Johns	1.1		FALSE	
Team One (Gottlieb 1977)	Add-A-Ball version of Abra Ca Dabra (Gottlieb 1975)	EM	VPX	Loserman76, Wildman	Loserman76, Wildman	1.0a		FALSE	
Tee'd Off (Gottlieb 1993)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Rothbauerw, Dark	Arconovum, Rothbauerw, Dark	1.0.1 FSS Rev. R2.5	teedoff3	FALSE	
Tee'd Off (Gottlieb 1993)		SS	VPX	Rothbauerw, Dark, Wrd1972, Kiwi, Ninuzzu, NFozzy, JPSalas	Rothbauerw, Dark, Wrd1972, Kiwi, Ninuzzu, NFozzy, JPSalas	1.2.6	teedoff3	FALSE	
Teenage Mutant Ninja Turtles (Data East 1991)		SS	VPX	Cyberpez, Wrd1972, Roth, Dark, Flupper, HauntFreaks, TheMotherBrain, nFozzy, DJRobX, RustyCardores	Cyberpez, Wrd1972, Roth, Dark, Flupper, HauntFreaks, TheMotherBrain, nFozzy, DJRobX, RustyCardores	1.1	tmnt_104	FALSE	
Teenage Mutant Ninja Turtles (Data East 1991)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, Cyberpez, Arconovum	Morttis, Cyberpez, Arconovum	1.1 - rev.1.0 [FSS]	tmnt_104	FALSE	
Ten Strike Classic (Benchmark Games 1990)	Arcade - Bowler	EM	VPX	Rascal	Rascal	1.0		FALSE	
Terminator 1 TBA Edition (Original 2019)	Retheme of Lodger's Strawman (Original 2016)		VPX	Ivantba, Lodger	Ivantba, Lodger	1.0		FALSE	
Terminator 2 Judgment Day (Williams 1991)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, 32assassin, Haninal2001	Arconovum, 32assassin, Haninal2001	2.5 FSS Rev. R2.5	t2_l8	FALSE	
Terminator 2 Judgment Day (Williams 1991)	Bigus MOD	SS	VPX	Bigus1, Hanibal2001, 32assassin	Bigus1, Hanibal2001, 32assassin	1.2	t2_l8	FALSE	
Terminator 2 Judgment Day (Williams 1991)		SS	VPX	nFozzy, 32assassin, Tipito, UncleReamus, Dark, Lio, Knorr	nFozzy, 32assassin, Tipito, UncleReamus, Dark, Lio, Knorr	1.12a	t2_l8	FALSE	
Terminator 2 Judgment Day (Williams 1991)	Hanibal's Chrome Edition	SS	VPX	Hanibal2001, 32assassin	Hanibal2001, 32assassin	3.2	t2_l8	FALSE	
Terminator 2 Judgment Day (Williams 1991)		SS	VPX	32assassin, Tipoto, nFozzy	32assassin, Tipoto, nFozzy	2.2.1	t2_l8	FALSE	
Terminator 2 Judgment Day (Williams 1991)	G5k Version	SS	VPX	G5k, DJRobX, 32assassin, nFozzy, Resin, Macky, Tom Tower, Ninuzzu	G5k, DJRobX, 32assassin, nFozzy, Resin, Macky, Tom Tower, Ninuzzu	1.1c	t2_l8	FALSE	
Terminator 3 Rise of the Machines (Stern 2003)	Hanibals 4K MOD	SS	VPX	Hanibal2001, Stat, DarthMarino	Hanibal2001, Stat, DarthMarino	1.5	term3	FALSE	
Terminator Salvation (Original 2018)	Retheme of JPSalas' Serious Sam Pinball (Original 2017)	SS	VPX	Ivantba, JPSalas, Stat	Ivantba, JPSalas, Stat	1.4d		FALSE	
Texas Poker (Original 2019)		SS	VPX	Segovia11, Joseph, Gofton	Segovia11, Joseph, Gofton	1.39		FALSE	
Texas Ranger (Gottlieb 1972)		EM	VPX	Loserman76, GNance, Popote	Loserman76, GNance, Popote	1.0b		FALSE	
The 12 Days of Christmas 2016 (Original 2016)		SS	VPX	James Wiser	James Wiser	1.0		FALSE	
The Addams Family (Bally 1992)	G5k Version	SS	VPX	G5k, SliderPoint, 3rdaxis, DJRobX, RandR, Slydog43	G5k, SliderPoint, 3rdaxis, DJRobX, RandR, Slydog43	2.1	taf_l7	FALSE	
The Addams Family (Bally 1992)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, SliderPoint, Dark, BilBox, 3rdAxis, BorgDog	Arconovum, SliderPoint, Dark, BilBox, 3rdAxis, BorgDog	1.4.1 FSS Rev. R2.5	taf_l7	FALSE	
The Addams Family Special Collectors Edition (Bally 1994)		SS	VPX	SliderPoint	SliderPoint	1.4.1	tafg_lx3	FALSE	
The Amazing Spider-Man (Gottlieb 1980)		SS	VPX	BorgDog, GtxJoe	BorgDog, GtxJoe	0.9	spiderman7	FALSE	
The Amazing Spider-Man (Gottlieb 1980)		SS	VPX	Gtxjoe, Bob5453, Gaston	Gtxjoe, Bob5453, Gaston	1.0	spiderman7	FALSE	
The Amazing Spider-Man (Gottlieb 1980)	Sound MOD	SS	VPX	Xenonph, GtxJoe, Allknowing2012, Slydog43	Xenonph, GtxJoe, Allknowing2012, Slydog43	1.1	spiderman7	FALSE	
The Avengers (Limited Edition) (Stern 2012)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, JPSalas, Arconovum	Morttis, JPSalas, Arconovum	1.0.3 - Rev.1 [FSS]	avs_170h	FALSE	
The Avengers (Pro) (Stern 2012)		SS	VPX	32assassin, Freneticamnesic, GtxJoe, Rascal, HauntedFreaks, DJRobX	32assassin, Freneticamnesic, GtxJoe, Rascal, HauntedFreaks, DJRobX	.09.1	avs_170	FALSE	
The Avengers (Pro) (Stern 2012)		SS	VPX	Bigus1, GtxJoe, Rascal, Steely, SliderPoint, Neo	Bigus1, GtxJoe, Rascal, Steely, SliderPoint, Neo	1.0	avs_170	FALSE	
The Avengers (Pro) (Stern 2012)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, 32assassin, Arconovum	Morttis, 32assassin, Arconovum	.09.1 - Rev.1 [FSS]	avs_170	FALSE	
The Bally Game Show (Bally 1990)		SS	VPX	32assassin, DJRobX	32assassin, DJRobX	.91	gs_l4	FALSE	
The Blues Brothers (Original 2020)	Retheme of Seawitch (Stern 1980)	SS	VPX	Marty	Marty	1.1		FALSE	
The Champion Pub (Bally 1998)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, Mfuegemann, Arconovum	Morttis, Mfuegemann, Arconovum	1.0 - Rev. 1 [FSS]	cp_16	FALSE	
The Champion Pub (Bally 1998)		SS	VPX	Mfuegemann, Fuzzel, Dark, Zany	Mfuegemann, Fuzzel, Dark, Zany	1.2	cp_16	FALSE	
The Clash (Original 2018)	Retheme MOD of JPSalas's Rock Encore (Gottlieb 1986)	SS	VPX	Onevox, JPSalas, Xenonph, Thalamus, Schreibi34, Scottywic, Bord, Flupper, CarnyPriest, Randr	Onevox, JPSalas, Xenonph, Thalamus, Schreibi34, Scottywic, Bord, Flupper, CarnyPriest, Randr	1.3	clash	FALSE	
The Clash Pro - Audio Ammunition (Original 2020)	Heavy MOD of The Clash (Original 2018)	SS	VPX	Onevox, JPSalas, Flupper, Bord, Thalamus, Xenonph,  Schreibi34, Loserman76, Scottywic, The Loafer, RiK, LynnInDenver, cyberpez, DJRobX, Bambi Plattfuss, DocPinball, Carny Priest, Arngrim, nfozzy	Onevox, JPSalas, Flupper, Bord, Thalamus, Xenonph,  Schreibi34, Loserman76, Scottywic, The Loafer, RiK, LynnInDenver, cyberpez, DJRobX, Bambi Plattfuss, DocPinball, Carny Priest, Arngrim, nfozzy	1.1	clash	FALSE	
The Conjuring (Original 2020)	Graphics MOD of JPSalas's Roman Victory (Taito do Brasil 1977)	SS	VPX	Davor Lipovac, JPSalas, Stat, Loserman76	Davor Lipovac, JPSalas, Stat, Loserman76	1.0		FALSE	
The Dark Crystal Pinball (Original 2020)	VPX Mod of JPSalas's Serious Sam Pinball (Original 2017)	SS	VPX	Wpilot, JPSalas	Wpilot, JPSalas	1.2		FALSE	
The Delta Force - Chuck Norris (Original 2019)	Retheme of JPSala's Dolly Parton (Baly 1979)	SS	VPX	Ivantba, JPSalas	Ivantba, JPSalas	1.0	dollyptb	FALSE	
The Flash (Original 2018)	Retheme of JPSalas's Flash (Williams 1979)	SS	VPX	Onevox, JPSalas, Wildman, HauntFreaks, Vogliadicane, Jim. L	Onevox, JPSalas, Wildman, HauntFreaks, Vogliadicane, Jim. L	2.0	flash_l1	FALSE	
The Flash (Limited Edition) (Original 2018)	Sights and Sound MOD, Retheme of JPSalas's Flash (Williams 1979)	SS	VPX	Onevox, JPSalas, Vogliadicane, Xenonph, HauntFreaks,  DJRobX	Onevox, JPSalas, Vogliadicane, Xenonph, HauntFreaks,  DJRobX	1.0	flash_l1	FALSE	
The Flintstones (Williams 1994)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, G5k, 3rdaxis, DJRobX, Dark, JPSalas, SlyDog, Dave C, Slippifishi, Wob	Arconovum, G5k, 3rdaxis, DJRobX, Dark, JPSalas, SlyDog, Dave C, Slippifishi, Wob	1.25 FSS Rev. R2.6	fs_lx5	FALSE	
The Flintstones (Williams 1994)		SS	VPX	G5k, 3rdaxis, DJRobX, Dark, Slippifishi, Wob, JPSalas, Dictabird, Slydog, Dave C	G5k, 3rdaxis, DJRobX, Dark, Slippifishi, Wob, JPSalas, Dictabird, Slydog, Dave C	1.25.6	fs_lx5	FALSE	
The Flintstones (Williams 1994)	Playfield Cartoon Decal MOD	SS	VPX	G5k, 3rdaxis, DJRobX, Dark, Slippifishi, Wob, JPSalas, Dictabird, Slydog, Dave C	G5k, 3rdaxis, DJRobX, Dark, Slippifishi, Wob, JPSalas, Dictabird, Slydog, Dave C	1.25.6 MOD	fs_lx5	FALSE	
The Games (Gottlieb 1984)		SS	VPX	Balater	Balater	1.03		FALSE	
The Gaston Pinball Machine (Original 2020)		EM	VPX	Alois	Alois	1.0		FALSE	
The Getaway High Speed II (Williams 1992)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Ganjafarmer, Flupper, 32assassin, nFozzy, Bassgeige	Arconovum, Ganjafarmer, Flupper, 32assassin, nFozzy, Bassgeige	1.04 FSS Rev. R2.5	gw_l5	FALSE	
The Getaway High Speed II (Williams 1992)		SS	VPX	Ganjafarmer, nFozzy, Flupper, 32assassin, Bassgeige	Ganjafarmer, nFozzy, Flupper, 32assassin, Bassgeige	1.2	gw_l5	FALSE	
The Goonies (Original 2019)		SS	VPX	Javier, Glxb, Highlndr00, Jpinsa, Shaderbytes	Javier, Glxb, Highlndr00, Jpinsa, Shaderbytes	1.03		FALSE	
The Hustler Pool (Original 2018)		SS	VPX	Tom Tower	Tom Tower	demo		FALSE	
The Incredible Hulk (Gottlieb 1979)		SS	VPX	BorgDog, HauntFreaks, 32assassin, Wildman, Markrock76, Randr, Scottacus, Rothbauerw, Bord	BorgDog, HauntFreaks, 32assassin, Wildman, Markrock76, Randr, Scottacus, Rothbauerw, Bord	2.0	hulk	FALSE	
The Incredible Hulk (Gottlieb 1979)	BD HF MOD	SS	VPX	BorgDog, HauntFreaks, 32assassin	BorgDog, HauntFreaks, 32assassin	1.0	hulk	FALSE	
The Incredible Hulk (Gottlieb 1979)	S34 MOD	SS	VPX	Schreibi34, 32assassin, Francisco	Schreibi34, 32assassin, Francisco	1.1.1	hulk	FALSE	
The Last Dragon (Original 2020)			VPX	Fireslayer26	Fireslayer26	1.3		FALSE	
The Last Ninja (Original 2018)	Retheme of JPSalas's Smurfette (Original 2016)	SS	VPX	Ivantba, JPSalas, Xenonph, BorgDog	Ivantba, JPSalas, Xenonph, BorgDog	1.1		FALSE	
The Last Of Us (Original 2018)	Retheme of JP's Pokémon Pinball (Original 2016)	SS	VPX	Ivantba, JPSalas	Ivantba, JPSalas	1.1		FALSE	
The Last Starfighter (Original 2020)			VPX	Djchiccomix	Djchiccomix	1.0		FALSE	
The Last Unicorn (Original 2020)	MOD of JPSalas's Miraculous (Original 2019)	EM	VPX	Wpilot, JPSalas	Wpilot, JPSalas	1.0		FALSE	
The Legend of Zelda (Original 2015)		SS	VPX	JPSalas, LoadedWeapon, Arngrim	JPSalas, LoadedWeapon, Arngrim	1.3.1		FALSE	
The Leprechaun King (Original 2019)		SS	VPX	ScottyWic, Victoria Fernandez, Danny Tieger, Sofia Silva, Frank Heming, Orbital Creators Club	ScottyWic, Victoria Fernandez, Danny Tieger, Sofia Silva, Frank Heming, Orbital Creators Club	0.35 DOF MXLED		FALSE	
The Lion King (Original 2020)	Retheme of Siggi's Manowar (Original 2019)	SS	VPX	Ivantba, JPSalas, Sigi, Shamrock1980	Ivantba, JPSalas, Sigi, Shamrock1980		alpok_l6	FALSE	
The Lord of the Rings (Stern 2003)	Bigus MOD	SS	VPX	Bigus1, JPSalas, Adam Stillman	Bigus1, JPSalas, Adam Stillman	1.1	lotr	FALSE	
The Lord of the Rings (Stern 2003)	Siggi's MOD	SS	VPX	Siggi, JPSalas, Neofr45	Siggi, JPSalas, Neofr45	1.2	lotr	FALSE	
The Lord of the Rings (Stern 2003)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Coindropper	Arconovum, Coindropper	1.6 FSS Rev. R2.5	lotr	FALSE	
The Lord of the Rings (Stern 2003)	Future Pinball to Visual Pinball conversion	SS	VPX	Coindropper, JPSalas, SliderPoint, Glxb, Francisco666, HauntFreaks, Fren	Coindropper, JPSalas, SliderPoint, Glxb, Francisco666, HauntFreaks, Fren	1.91	lotr	FALSE	
The Lord of the Rings (Stern 2003)	Hanibals 4K MOD	SS	VPX	Hanibal2001, Coindropper, Neofr45	Hanibal2001, Coindropper, Neofr45	2.0	lotr	FALSE	
The Lord of the Rings (Stern 2003)	Neo LED MOD	SS	VPX	Neofr45, JPSalas, Bassgeige	Neofr45, JPSalas, Bassgeige	1.0.3	lotr	FALSE	
The Lost World Jurassic Park (Sega 1997)	FSS (Full Single Screen) MOD	SS	VPX	Morttis, JPSalas, Arconovum	Morttis, JPSalas, Arconovum	1.0 - rev.1.0 [FSS]	jplstw22	FALSE	
The Machine Bride of Pin-Bot (Williams 1991)	FSS (Full Single Screen) MOD	SS	VPX	Arconovum, Wrd1972	Arconovum, Wrd1972	2.0 FSS Rev.R2.5	bop_l8	FALSE	
The Machine Bride of Pin-Bot (Williams 1991)		SS	VPX	Wrd1972, Cyberpez, Rothbauerw, nFozzy, UncleWilly	Wrd1972, Cyberpez, Rothbauerw, nFozzy, UncleWilly	2.1	bop_l8	FALSE	
