Table Name (Manufacturer Year)	Manufacturer	Year	Theme	Player(s)	IPDB Number	Description(s)	Type	VP Version	Table URL	Table Author(s)	Table Version	Table Date
Indiana Jones The Pinball Adventure (Williams 1993)	Williams	1993	Adventure - Fictional - Licensed Theme	4	1267	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Arconovum, Ninuzzu	1.0 FSS Rev. R2.5	2018-11-14
Indiana Jones The Pinball Adventure (Williams 1993)	Williams	1993	Adventure - Fictional - Licensed Theme	4	1267	Bigus MOD	SS	VPX	https://www.vpforums.org/index.php?app=downloads	Bigus1, Ninuzzu, Tom Tower	1.0	2020-03-30
Indiana Jones The Pinball Adventure (Williams 1993)	Williams	1993	Adventure - Fictional - Licensed Theme	4	1267		SS	VPX	http://vpuniverse.com/forums/files/category/82-visual-pinball-10-tables/	Tom Tower, Ninuzzu, Destruk, Knorr, Clark Kent, Flupper, Pinball58, RustyCardores, DJRobX	1.2	2019-03-10
Indiana Jones The Pinball Adventure (Williams 1993)	Williams	1993	Adventure - Fictional - Licensed Theme	4	1267	Toy MOD	SS	VP9	https://www.vpforums.org/index.php?app=downloads	Stat, Dark, Teppotee, ClarkKent, JPSalas, Rob046, Fuzzel	1.0	2015-12-22
Indiana Jones The Pinball Adventure (Williams 1993)	Williams	1993	Adventure - Fictional - Licensed Theme	4	1267		SS	PM5	https://www.vpforums.org/index.php?app=downloads	Teppotee, Lord Hiryu, ClarkKent, JPSalas, Rob046, Fuzzel	2.5	2014-11-02
Indiana Jones The Pinball Adventure - [VR] (Williams 1993)	Williams	1993	Adventure - Fictional - Licensed Theme	4	1267	VR Version, VPVR, VR Room	SS	VR	https://vpinball.com/VPBdownloads/	Arvid, Tomw Tower, Ninuzzu, Bigus, Rawd	1.0.0	2020-05-25
Indiana Jones The Pinball Adventure - [VR] (Williams 1993)	Williams	1993	Adventure - Fictional - Licensed Theme	4	1267	VR Version, VPVR, VR Room	SS	VR	https://vpinball.com/VPBdownloads/	Senseless, Ninuzzu, Tom Tower, 3rdaxis, Stuzza, Caligula	1.1	2019-12-24
Indianapolis 500 (Bally 1995)	Bally	1995	Sports - Auto Racing	4	2853	4k MOD, MOD of Dozer Version	SS	VPX	https://vpinball.com/VPBdownloads/	Sheltemke, Dozer, JPSalas, Flupper, Schreibi34	1.2	2020-04-19
Indianapolis 500 (Bally 1995)	Bally	1995	Sports - Auto Racing	4	2853	Dozer Version	SS	VPX	https://www.vpforums.org/index.php?app=downloads	Dozer, JPSalas, Flupper, Arngrim	1.0	2017-08-18
Indianapolis 500 (Bally 1995)	Bally	1995	Sports - Auto Racing	4	2853		SS	VP9	https://www.vpforums.org/index.php?app=downloads	JPSalas	1.1.0	2012-03-10
Indianapolis 500 (Bally 1995)	Bally	1995	Sports - Auto Racing	4	2853	8-Step GI Lighting & BMPR Physics MOD	SS	VP9	https://www.vpforums.org/index.php?app=downloads	JimmyFingers	1.1.1	2012-09-24
Indianapolis 500 - [VR] (Bally 1995)	Bally	1995	Sports - Auto Racing	4	2853	VR Version, VPVR, Minimal VR Room	SS	VR	https://vpinball.com/VPBdownloads/	Sixtoe, Dozer, Sheltemke	1.0	2020-06-24
Indochine (Original 2020)	Original	2020	Music			Graphics MOD of JPSalas's Cosmic (Taito do Brasil 1980)	SS	VPX	https://vpinball.com/VPBdownloads/	Marty, JPSalas	2.0	2020-08-19
Insane Clown Posse (Original 2013)	Original	2013					SS	VP9	https://www.vpforums.org/index.php?app=downloads	ICPjuggla, Grizz, Destruk	1.1	2013-11-17
Invader (Original 2020)	Original	2020					EM	VPX	https://www.vpforums.org/index.php?app=downloads	Segovia11	2.14	2020-09-30
Iron Balls (Unidesa 1987)	Unidesa	1987		4	4426		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Mfuegemann	1.0	2015-10-07
Iron Maiden (Stern 1982)	Stern	1982	Fantasy	4	1270	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Arconovum, JPSalas	1.0 FSS Rev. R2.6	2020-05-16
Iron Maiden (Stern 1982)	Stern	1982	Fantasy	4	1270		SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Destruk, Carlos Guizzo	1.1.0	2020-01-04
Iron Maiden (Stern 1982)	Stern	1982	Fantasy	4	1270		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Dboyrecords, Destruk, Inkochnito, Kristian, Skalar	1.1	2015-02-06
Iron Maiden (Original 2019)	Original	2019		4		MOD of DarthMarino's Firepower (Williams 1980)	SS	VPX	https://vpinball.com/VPBdownloads/	Siggi, DarthMarino	1.0	2019-03-26
Iron Maiden Virtual Time (Original 2020)	Original	2020		4		MOD of Herweh's Laser War (Data East 1987)		VPX	https://vpinball.com/VPBdownloads/	Mussinger, Herweh, DCrosby, Schreibi34, OldSkoolGamer, Francisco666, ICPjuggla, Flupper, Dark, nFozzy, DJRobX, Rothbauerw, Mark70, Thalamus, Digable	1.0.1	2020-03-10
Iron Man (Stern 2010)	Stern	2010	Comics - Fantasy - Licensed Theme	4	5550	Future Pinball to Visual Pinball conversion	SS	VPX	http://vpuniverse.com/forums/files/category/82-visual-pinball-10-tables/	Freneticamnesic	080215a	2015-08-03
Iron Man (Stern 2010)	Stern	2010	Comics - Fantasy - Licensed Theme	4	5550		SS	VPX	https://vpinball.com/VPBdownloads/	32assassin, Freneticamnesic	1.0	2018-04-06
Iron Man (Stern 2010)	Stern	2010	Comics - Fantasy - Licensed Theme	4	5550	Siggis MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Siggi, 32assassin, Freneticamnesic, Dark, Sixtoe	1.0.1	2020-07-26
Iron Man (Stern 2010)	Stern	2010	Comics - Fantasy - Licensed Theme	4	5550		SS	VPX	See Spreadsheet	DJRobX, Freneticamnesic, HauntFreaks	?	
Iron Man  (Stern 2010)	Stern	2010	Comics - Fantasy - Licensed Theme	4	5550	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Morttis, 32assassin, Arconovum	1.0 - Rev.1 [FSS]	2020-06-29
Iron Man - [VR] (Stern 2010)	Stern	2010	Comics - Fantasy - Licensed Theme	4	5550	VR Version, VPVR, Minimal VR Room	SS	VR	https://vpinball.com/VPBdownloads/	Sixtoe, Siggi, 32assassin	1.0	2020-07-26
Iron Man (Pro Vault Edition) (Stern 2014)	Stern	2014	Comics - Fantasy - Licensed Theme	4	6154	Vault Edition ROM needed!	SS	VPX		DJRobX, Diemonik, Freneticamnesic, Unknown Other	2.0.6	2017-09-04
Iron Man LE - JP'S Edition (Stern 2014)	Stern	2014	Comics - Fantasy - Licensed Theme	4	6154	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Morttis, 32assassin, Arconovum	1.2.1 - Rev.1 [FSS]	2020-06-29
Jack Daniel's (Original 2020)	Original	2020		4		MOD of JPSalas's Warlok (Williams 1982)	SS	VPX	https://www.vpforums.org/index.php?app=downloads	Davor Lipovac, JPSalas, Stevegooner123	1.0	2020-04-11
Jack In The Box (Gottlieb 1973)	Gottlieb	1973	Happiness - Circus - Carnival	4	1277		EM	VPX	https://vpinball.com/VPBdownloads/	Loserman76, HauntFreaks, Kiwi, DboyRecords, Wildman	1.0b	2018-03-14
Jack In The Box (Gottlieb 1973)	Gottlieb	1973	Happiness - Circus - Carnival	4	1277		EM	VP9				
Jack-Bot (Williams 1995)	Williams	1995	Fantasy - Gambling - Outer Space	4	3619		SS	VPX	https://vpinball.com/VPBdownloads/	Bord, DJRobX, Rothbauerw, SliderPoint, Draifet	1.1	2019-04-26
Jack-Bot (Williams 1995)	Williams	1995	Fantasy - Gambling - Outer Space	4	3619		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Rosve, JPSalas	1.0.0	2012-05-20
Jack-Bot (Williams 1995)	Williams	1995	Fantasy - Gambling - Outer Space	4	3619	Night MOD	SS	VP9	https://www.vpforums.org/index.php?app=downloads	LoadedWeapon, JPSalas	2.0	2014-09-29
Jack-Bot (Williams 1995)	Williams	1995	Fantasy - Gambling - Outer Space	4	3619		SS	PM5	https://www.vpforums.org/index.php?app=downloads	Stat, Gtxjoe, LoadedWeapon, JPSalas	1.0	2017-06-25
Jackpot (Williams 1971)	Williams	1971	Canadian West - Prospecting	4	1279		EM	VPX	https://www.vpforums.org/index.php?app=downloads	-=Kees=-, Leon Spalding	1.0.0	2019-06-26
Jackpot (Williams 1971)	Williams	1971	Canadian West - Prospecting	4	1279	B2S/ Fullsceen MOD	EM	VPX	https://www.vpforums.org/index.php?app=downloads	Loserman76, -=Kees=-, Jeverds	1.0a	2019-06-28
Jacks Open (Gottlieb 1977)	Gottlieb	1977	Cards - Gambling	1	1281		EM	VPX	https://vpinball.com/VPBdownloads/	SliderPoint, Pinuck, Gary Nance, BorgDog	1.2.1	2020-05-01
Jacks to Open (Gottlieb 1984)	Gottlieb	1984	Playing Cards - Poker	4	1282	VP9 to VPX Conversion	SS	VPX	https://vpinball.com/VPBdownloads/	Rascal, Destruk, Mnpg	1.1	2019-01-25
James Bond 007 (Gottlieb 1980)	Gottlieb	1980	Celebrities - Fictional - Licensed Theme	4	1286		SS	VPX	https://vpinball.com/VPBdownloads/	32assassin, Mfuegemann	1.0	2018-02-04
James Bond 007 (Gottlieb 1980)	Gottlieb	1980	Celebrities - Fictional - Licensed Theme	4	1286		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Mfuegemann, Zany	1.1	2015-07-14
Jaws (HorsePin 2018)	HorsePin	2018					SS	VPX	Not Available	HorsePin, Rom	0.93	2018-04-27
Jaws (Original 2018)	Original	2018				Future Pinball to Visual Pinball conversion	SS	VPX	https://vpinball.com/VPBdownloads/	Randr, Rom, Gimli, SLAMT1LT!, HauntFreaks, Flupper, Roth, Thalamus, TerryRed, Kds70, LynnInDenver	1.0c	2019-08-04
Jet Set Radio Pinball (Original 2020)	Original	2020				MOD of JP's Pokemon Pinball (Original 2016)	SS	VPX	https://vpinball.com/VPBdownloads/	Donuts10, JPSalas	1.1	2020-06-24
Jet Spin (Gottlieb 1977)	Gottlieb	1977	Fantasy - Recreation	4	1290		EM	VPX	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0	2017-12-25
Jet Spin (Gottlieb 1977)	Gottlieb	1977	Fantasy - Recreation	4	1290		EM	VP9	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, Arngrim	2.0	2017-01-14
Jiggle Box (Original 2012)	Original	2012					SS	VP9	https://www.vpforums.org/index.php?app=downloads	Starman, Rosve	1.3.0	2012-03-09
Jive Time (Williams 1970)	Williams	1970	Music - Singing	1	1298		EM	VPX	https://vpinball.com/VPBdownloads/	Rothbauerw, Stat, Randr, 32assassin, Kiwi, Acronovum, BorgDog, Loserman	1.2a	2018-04-01
Joe Bar Team (Original 2020)	Original	2020				Graphics MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Zedixair	1.0	2020-01-04
John Carpenter's The Thing (Original 2019)	Original	2019		4		MOD of Ali (Stern 1980)	SS	VPX	https://www.vpforums.org/index.php?app=downloads	Ivantba, JPSalas	1.0a	2019-07-27
Johnny Hallyday (Original 2020)	Original	2020	Music				EM	VPX	https://vpinball.com/VPBdownloads/	John22	1.0	2020-05-08
Johnny Mnemonic (Williams 1995)	Williams	1995	Celebrities - Fictional - Licensed Theme	4	3683	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Arconovum, Alessio	1.3 FSS Rev. R2.5	2018-11-14
Johnny Mnemonic (Williams 1995)	Williams	1995	Celebrities - Fictional - Licensed Theme	4	3683		SS	VPX	http://vpuniverse.com/forums/files/category/82-visual-pinball-10-tables/	Ninuzzu, Alessio, DjRob	1.3	2019-03-10
Johnny Mnemonic (Williams 1995)	Williams	1995	Celebrities - Fictional - Licensed Theme	4	3683		SS	VPX	Not Available	Alessio	1.4	
Johnny Mnemonic (Williams 1995)	Williams	1995	Celebrities - Fictional - Licensed Theme	4	3683	Day + Night MOD	SS	VP9	https://www.vpforums.org/index.php?app=downloads	Xenonph, Pacdude, Bmiki7, Teppotee	1.0	2017-02-09
Joker Poker (Gottlieb 1978)	Gottlieb	1978	Cards - Gambling	4	1306		SS	VPX	https://vpinball.com/VPBdownloads/	BorgDog	2.04	2017-02-11
Joker Wild (Bally 1970)	Bally	1970		1	3573		EM	VPX	https://www.vpforums.org/index.php?app=downloads	Hsm, Updon719	1.0	2019-11-12
Jokerz! (Williams 1988)	Williams	1988	Cards - Gambling	4	1308		SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas	1.0.2	2018-01-13
Jokerz! (Williams 1988)	Williams	1988	Cards - Gambling	4	1308		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Rosve, JPSalas	1.4.5	2011-10-08
Jokerz! (Williams 1988)	Williams	1988	Cards - Gambling	4	1308	Night Mod	SS	VP9	https://www.vpforums.org/index.php?app=downloads	Aaron James, JP Salas, The Wool, Koadic	1.3	2013-09-02
Jolly Park (Spinball S.A.L. 1996)	Spinball S.A.L.	1996	Amusement Park	4	4618		SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Akiles50000, Dark, Tab, Destruk, Gerrit, Arngrim, Gaston	1.0.5	2018-12-08
Jolly Park (Spinball S.A.L. 1996)	Spinball S.A.L.	1996	Amusement Park	4	4618	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Morttis, JPSalas, Arconovum, Dboyrecords	1.0.5 . rev.1.0 [D&N][CC][FSS][DMD][10.6+]	2020-08-18
Jolly Park (Spinball S.A.L. 1996)	Spinball S.A.L.	1996	Amusement Park	4	4618		SS	VP9	https://www.vpforums.org/index.php?app=downloads	Dboyrecords, Destruk, Tab	1.1	2014-12-29
Jolly Roger (Williams 1967)	Williams	1967	Historical - Pirates	4	1314		EM	VPX	https://www.vpforums.org/index.php?app=downloads	Kees, Loserman76	1.0	2016-08-13
Joust (Williams 1983)	Williams	1983		2	1316		SS	VPX	https://vpinball.com/VPBdownloads/	Dark, Randr	1.0	2017-03-05
Joust (Bally 1969)	Bally	1969	Historical	2	1317		EM	VPX	https://vpinball.com/VPBdownloads/	-=Kees=-	1.00	2019-08-09
JP's Diamond Lady (Original 1988)	Original	1988	Cards - Gambling	4	678	LEDWiz MOD based on Diamond Lady (Gottlieb 1988)	SS	VP9	https://www.vpforums.org/index.php?app=downloads	JPSalas, MisterMixer, Rosve	1.0.0	2012-02-09
JP's Ghostbusters Slimer (Original 2017)	Original	2017	Licensed Theme - Science Fiction	4	6332	Back Glass MOD	SS	VPX	https://www.vpforums.org/index.php?app=downloads	GrayGhost, GinSonic, JPSalas	2.1.0	2020-03-14
JP's Ghostbusters Slimer (Original 2017)	Original	2017	Licensed Theme - Science Fiction	4	6332	Based on Ghostbusters (Limited Edition) (Stern 2016)	SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Pmax65	2.1.0	2020-01-04
JP's Grand Prix (Original 2005)	Original	2005	Sports - Auto Racing	4	5120	Based on Grand Prix (Stern, 2005)	SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas	1.2.0	2016-12-31
JP's Grand Prix (Original 2005)	Original	2005	Sports - Auto Racing	4	5120	Bigus MOD	SS	VPX	https://www.vpforums.org/index.php?app=downloads	Bigus1, JPSalas	1.0	2019-11-06
JP'S Iron Man Armored Adventures (Original 2014)	Original	2014	Comics - Fantasy - Licensed Theme	4	6154	Based on Iron Man (Pro Vault Edition) (Stern 2014)	SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas	1.2.1	2018-07-14
JP's Lord Of The Rings (Original 2003)	Original	2003	Fantasy - Licensed Theme	4	4858	Based on The Lord of the Rings (Stern 2003)	SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Batch, Bassgeige, Thalamus, SliderPoint, Arngrim, Fuzzel	2.0.1	2020-01-04
JP's Motor Show (Original 1989)	Original	1989	Monster Truck Rally - Motorcycles	4	3631	Based on Motor Show (Mr. Game 1989)	SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas	1.0.0	2017-01-08
JP'S Nascar Race (Original 2005)	Original	2005	NASCAR - Racing - Cars - Licensed Theme	4	5093	Based NASCAR (Stern 2005)	SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas	1.2.0	2016-12-31
JP's Pirates Wolves of the Sea (Original 2012)	Original	2012	Pirates - Licensed Theme	4	5163	Based on Pirates of the Caribbean (Stern 2006)	SS	VP9	https://www.vpforums.org/index.php?app=downloads	JPSalas, Sast05	1.0.5	2020-06-21
JP's Pokemon Pinball (Original 2016)	Original	2016			6265		SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas	2.1.0	2020-01-04
JP's Spider-Man (Original 2011)	Original	2011	Licensed - Comics - Superheroes	4	5237	Based on Spider-Man (Stern 2007)	SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas	1.2.2	2018-07-31
JP's Spider-Man (Original 2011)	Original	2011	Licensed - Comics - Superheroes	4	5237	Based on Spider-Man (Stern 2007)	SS	VP9	https://www.vpforums.org/index.php?app=downloads	JPSalas, Rosve, gStAv, Sir Cheddar	1.1.1	2011-07-22
JP's Street Fighter 2 (Original 1993)	Original	1993	Martial Arts	4	2403	Based on Street Fighter II (Gottlieb 1993)	SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas	1.2.0	2016-12-31
JP's The Avengers (Limited Edition) (Stern 2012)	Stern	2012	Comics - Fantasy - Licensed Theme	4	5938	Based on The Avengers (Limited Edition) (Stern 2012)	SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Thalamus	1.0.3	2020-06-15
JP's The Lost World Jurassic Park (Sega 1997)	Sega	1997	Dinosaurs - Movies - Licensed Theme	6	4136	Based on The Lost World Jurassic Park (Sega 1997)	SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, Dark, Flupper	1.0.0	2020-06-14
JP's Transformers (Pro) (Original 2011)	Original	2011	Licensed Theme - Science Fiction	4	5709	Based on Transformers (Pro) (Stern 2011), a rampMOD version is also available as download	SS	VPX	https://www.vpforums.org/index.php?app=downloads	JPSalas, ROM, SLAMT1LT, Jesperpark, HauntFreaks	2.0.0	2020-01-04
JP's Transformers (Pro) (Original 2011)	Original	2011	Licensed Theme - Science Fiction	4	5709	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Morttis, JPSalas, Arconovum	2.0.0 - Rev.1 [FSS]	2020-06-29
Jubilee (Williams 1973)	Williams	1973	Historical	4	1321		EM	VPX	https://vpinball.com/VPBdownloads/	BorgDog, HauntFreaks, Loserman76, GNance, Scotty VH	1.1	2018-02-15
Judas Priest Pinball (Original 2019)	Original	2019	Music	4		MOD of Skateball (Bally 1980)	SS	VPX	https://vpinball.com/VPBdownloads/	Siggi, JPSalas, HauntFreaks	1.0	2019-04-04
Judge Dredd (Bally 1993)	Bally	1993	Fictional - Licensed Theme	4	1322	Bigus MOD	SS	VPX	https://www.vpforums.org/index.php?app=downloads	Bigus1, Dozer, Brandon Law, Lord Hiryu, Bmiki75, Teppotee, Kiwi, HauntFreaks, Thalamus	2.2	2020-06-28
Judge Dredd (Bally 1993)	Bally	1993	Fictional - Licensed Theme	4	1322		SS	VPX	https://www.vpforums.org/index.php?app=downloads	Dozer, Lord Hiryu, Bmiki75, Teppotee, Kiwi, HauntFreaks	1.0	2016-01-16
Judge Dredd (Bally 1993)	Bally	1993	Fictional - Licensed Theme	4	1322	dB2SDeskTop ColorDMD MOD	SS	VPX	http://vpuniverse.com/forums/files/category/82-visual-pinball-10-tables/	Xenonph, Dozer, Lord Hiryu, Bmiki75, Teppotee, Kiwi, HauntFreaks	1.0	2017-11-16
Judge Dredd - [VR] (Bally 1993)	Bally	1993	Fictional - Licensed Theme	4	1322	VR Version, VPVR, VR Room	SS	VR	https://vpinball.com/VPBdownloads/	Sixtoe, Dozer, Lord Hiryu, Bmiki75, Teppotee, BrandowLaw, Bigus1	1.0	2020-06-14
Jumaci (Jumaci S.L. 1960)	Jumaci S.L.	1960		1	5482		EM	VP9	https://www.vpforums.org/index.php?app=downloads	Mfuegemann, Fransisco666, Akiles5000	1.1	2015-04-19
Jumping Jack (Gottlieb 1973)	Gottlieb	1973		2	1329		EM	VPX	https://vpinball.com/VPBdownloads/	Loserman76, HauntFreaks, Kiwi, DboyRecords, Wildman	1.0b	2018-03-14
Jumping Jack (Gottlieb 1973)	Gottlieb	1973		2	1329		EM	VP9	https://www.vpforums.org/index.php?app=downloads	Dboyrecords, Kiwi, Leon Spalding, Jurgs	1.5	2015-08-10
Jungle (Gottlieb 1972)	Gottlieb	1972	Fantasy	4	1332		EM	VPX	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, Popotte, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim	1.0a	2017-12-31
Jungle (Gottlieb 1972)	Gottlieb	1972	Fantasy	4	1332		EM	VP9	https://www.vpforums.org/index.php?app=downloads	Loserman76, GNance, Popotte, Arngrim	3.0	2015-08-27
Jungle King (Gottlieb 1973)	Gottlieb	1973	Jungle	1	1336		EM	VPX	https://vpinball.com/VPBdownloads/	Loserman76, GNance	1.0	2019-06-01
Jungle Life (Gottlieb 1972)	Gottlieb	1972	Jungle	1	1337		EM	VPX	https://vpinball.com/VPBdownloads/	Loserman76, GNance	1.0a	2020-02-06
Jungle Lord (Williams 1981)	Williams	1981	Fantasy	4	1338		SS	VPX	https://vpinball.com/VPBdownloads/	Tony The Wrench	1.1	2016-11-22
Jungle Princess (Gottlieb 1977)	Gottlieb	1977	Fantasy	2	1339		EM	VPX	https://vpinball.com/VPBdownloads/	BorgDog	1.1	2016-06-25
Jungle Queen (Gottlieb 1977)	Gottlieb	1977	Fantasy	4	1340		EM	VP9	https://www.vpforums.org/index.php?app=downloads	Starman, Rosve, Koardic, Rascal, JPSalas, PD, Pinuck	1.0.0	2013-12-09
Junk Yard (Williams 1996)	Williams	1996	Fantasy	4	4014	FSS (Full Single Screen) MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Arconovum, Mfuegemann, Fuzzel, Dark, HauntFreaks	1.3 FSS Rev. R2.5	2018-11-18
Junk Yard (Williams 1996)	Williams	1996	Fantasy	4	4014		SS	VPX	https://www.vpforums.org/index.php?app=downloads	Mfuegemann, Fuzzel, Dark, HauntFreaks	1.3	2016-10-03
Junk Yard - [VR] (Williams 1996)	Williams	1996	Fantasy	4	4014	VR Version, VPVR, Minimal VR Room	SS	VR	https://vpinball.com/VPBdownloads/	Sixtoe, Mfuegemann, Fuzzel, Dark, Hauntreaks, Arconovum, Wildman	1.0	2020-07-10
Junkyard Cats (Original 2012)	Original	2012				Future Pinball to Visual Pinball conversion	SS	VPX	https://vpinball.com/VPBdownloads/	Javier, Brendan Bailey, Vogliadicane, JPSalas	1.07	2018-04-12
Jupiter Crush (Original 2012)	Original	2012					SS	VP9	https://www.vpforums.org/index.php?app=downloads	Coxbrian	1.0.0	2012-05-16
Jurassic Park (Data East 1993)	Data East	1993	Fantasy - Licensed Theme	4	1343		SS	VPX	https://vpinball.com/VPBdownloads/	Dark, Bodydump, Randr, Rothbauerw, Flupper, HauntFreaks, Lobotomy, ICPjuggla, Jkimbrell, SliderPoint, Jim	1.03	2018-07-08
Jurassic Park (Data East 1993)	Data East	1993	Fantasy - Licensed Theme	4	1343	Siggis MOD	SS	VPX	https://vpinball.com/VPBdownloads/	Siggi, Dark, Bodydump, Randr, Rothbauerw, Flupper, HauntFreaks, Lobotomy, ICPjuggla, Jkimbrell, SliderPoint, Jim, Thalamus	1.0	2020-07-01
Jurassic Park (Data East 1993)	Data East	1993	Fantasy - Licensed Theme	4	1343		SS	PM5	https://www.vpforums.org/index.php?app=downloads	Javier, Dark, LoadedWeapon, UncleWIlly, Bmiki75	1.2	2015-07-14
Jurassic Park - [VR] (Data East 1993)	Data East	1993	Fantasy - Licensed Theme	4	1343	VR Version, VPVR, VR Room	SS	VR	https://vpinball.com/VPBdownloads/	Gear323, Dark, Bodydump, Randr, Rothbauerw, Flupper, Hauntfreaks, Lobotomy, 3rdaxis, Caligula	1.0	2020-01-19
Key West (Bally 1956)	Bally	1956	Beach - Happiness - Recreation - Swimming - Water - Women	1	1360		EM	VP9	https://www.vpforums.org/index.php?app=downloads	MBusetti	1.0	2013-01-08
Kickoff (Williams 1967)	Williams	1967	Sports - Football	1	1362		EM	VPX	https://vpinball.com/VPBdownloads/	Loserman76, GNance, Jon Osborne	1.0a	2019-08-06
Kidnap (CIC Play 1986)	CIC Play	1986					SS	VPX	https://www.vpforums.org/index.php?app=downloads	Mfuegemann, Akiles50000, Pinball/Broker, Dark, GtxJoe	1.0	2017-12-21
Killzone - Be A Helghast Trooper (Original 2019)	Original	2019		4			SS	VPX	https://www.vpforums.org/index.php?app=downloads	Ivantba, JPSalas	1.0	2019-06-13
